X_SMHI;Y_SMHI;Name;Year;Month;Day;Depth m;Temp_ øC;pH ;Cond_ mS/m25øC;Ca meq/l;Mg meq/l;Na meq/l;K meq/l;Alk_/Acid meq/l;SO4_IC meq/l;Cl meq/l;NO2+NO3-N ug/l;Tot-N_ps ug/l;Tot-P ug/l;Abs__F 420nm/5cm;TOC mg/l;Si mg/l
697450;144681;BJURTJÄRNEN;2005;10;9;1;8.3;7.11;3.82;0.301;0.05;0.057;0.009;0.253;0.022;0.027;7;402;9;0.105;10.9;0.81
697452;140692;;2005;9;26;1;9.1;6.29;0.79;0.063;0.016;0.016;0.003;0.035;0.006;0.013;5;398;33;0.042;14.4;0.11
697834;144466;STORMYRTJÄRNEN;2005;10;9;1;8.6;6.89;3.03;0.237;0.047;0.049;0.005;0.179;0.013;0.023;48;493;15;0.145;12;0.62
697870;149234;LANDSKUMTJÄRNEN;2005;10;31;1;4;6.91;3.14;0.185;0.074;0.065;0.007;0.206;0.032;0.021;10;210;10;0.115;6.8;1.06
697911;145602;LOCKNESJÖN;2005;10;9;1;10.2;8.28;22.5;2.204;0.146;0.094;0.027;2.237;0.144;0.087;5;293;7;0.004;2.9;0.93
698039;148250;RÖRINGEN;2005;10;31;1;5.6;7.53;5.43;0.393;0.095;0.058;0.013;0.426;0.043;0.033;8;183;7;0.045;5.5;0.88
698079;136710;ÖRATJÄRNARNA;2005;9;25;1;7.6;6.79;1.6;0.077;0.036;0.046;0.009;0.105;0.019;0.02;6;173;10;0.053;2.4;0.92
698110;153041;KÄMPENBORGSSJÖN;2005;10;23;1;4.7;7.16;3.79;0.3;0.05;0.053;0.008;0.259;0.022;0.023;14;341;12;0.127;14.3;1.68
698337;132949;;2005;9;25;1;3.2;7;1.34;0.096;0.007;0.017;0.005;0.089;0.031;0.012;42;202;8;0.001;0.1;0.13
698430;148720;GÅRDSJÖN;2005;10;31;1;3.8;7.3;3.76;0.257;0.071;0.068;0.008;0.282;0.024;0.022;13;182;8;0.105;6.5;2.35
699000;143658;FÅKERSJÖN;2005;9;26;1;11.1;8.26;25.7;2.712;0.206;0.085;0.016;2.582;0.179;0.099;8;597;10;0.073;10.4;0.78
699149;152732;LÖVSJÖN;2005;10;23;1;3.6;7.23;5.69;0.422;0.11;0.083;0.008;0.424;0.038;0.029;25;344;12;0.149;14.9;2.41
699192;151130;ÖSTER-HOLMTJÄRNEN;2005;10;23;1;4.1;7.27;5.95;0.484;0.06;0.066;0.012;0.496;0.039;0.025;4;214;12;0.092;9.4;1.32
699506;147114;LILL-DRÖGTJÄRNEN;2005;10;23;1;4.6;7.01;4.66;0.364;0.077;0.043;0.013;0.373;0.027;0.02;6;333;11;0.081;8.2;0.6
699513;132228;;2005;9;25;1;4.9;7.09;2.06;0.146;0.018;0.025;0.004;0.126;0.052;0.015;11;189;9;0.007;0.6;0.37
699634;154045;NORRSJÖN;2005;10;23;1;3.5;6.93;3.43;0.228;0.065;0.079;0.008;0.197;0.025;0.024;4;295;10;0.18;14.7;2.67
699973;144024;NORRA SVARTSJÖN;2005;9;26;1;9.4;7.68;6.9;0.67;0.049;0.033;0.006;0.629;0.027;0.022;6;682;10;0.039;7.8;0.12
700001;147791;LÅNGTJÄRNEN;2005;10;23;1;4.4;7.15;3.5;0.29;0.044;0.055;0.005;0.249;0.018;0.022;1;302;8;0.131;13.7;1.57
700137;139205;GRISTJÄRNEN;2005;9;25;1;7.6;6.9;1.69;0.11;0.017;0.036;0.007;0.125;0.016;0.02;6;204;5;0.016;2.4;0.34
700201;133927;;2005;9;25;1;5.3;7.24;2.59;0.155;0.027;0.034;0.017;0.183;0.044;0.02;8;173;9;0.009;0.5;0.91
700503;137602;ÖRINGTJÄRNEN;2005;9;25;1;6.8;6.31;1.03;0.042;0.017;0.039;0.008;0.026;0.012;0.019;7;204;8;0.128;5.5;0.74
700969;149301;VÄSTRA MÖRTSJÖN;2005;10;23;1;5.7;7.93;16.6;1.571;0.164;0.061;0.014;1.666;0.053;0.042;13;339;7;0.048;10.3;1.48
701054;139011;HÅCKRENMAGASINET;2005;9;25;1;9.3;6.96;2.04;0.121;0.029;0.044;0.009;0.139;0.025;0.024;11;181;4;0.038;2.6;0.76
701276;133538;;2005;9;25;1;5.3;6.91;1.46;0.062;0.029;0.037;0.01;0.074;0.032;0.021;8;311;35;0.022;1.2;0.87
701643;132013;;2005;9;25;0.5;5.2;7.18;2.2;0.138;0.033;0.035;0.005;0.149;0.032;0.026;8;203;21;0.024;1.1;0.35
701938;141150;STOR-DRAFSJÖN;2005;9;25;1;9.1;8.19;22.2;2.178;0.214;0.085;0.014;2.225;0.19;0.048;7;277;17;0.018;5.3;0.86
701981;151221;MELLANTJÄRNEN;2005;10;23;1;3.5;6.79;2.02;0.131;0.029;0.047;0.005;0.101;0.024;0.021;2;262;11;0.088;10;0.53
702104;140376;MATTMARTJÄRNEN;2005;9;25;1;9.1;7.71;21.1;2.008;0.197;0.116;0.02;2.019;0.169;0.065;6;285;23;0.078;8.5;1.34
702172;143255;STORSJÖN;2005;9;26;1;11.3;7.47;5.08;0.385;0.057;0.064;0.011;0.372;0.054;0.047;93;406;6;0.018;2.8;0.41
702642;146667;BLEKTJÄRNEN;2005;9;14;0.5;9.3;8.13;29.9;2.877;0.574;0.052;0.011;3.351;0.093;0.034;7;182;6;0.06;4.3;1.19
702825;136894;ÅRESJÖN;2005;9;25;1;9.3;7.16;3.05;0.2;0.042;0.051;0.008;0.223;0.028;0.037;12;189;4;0.049;2.8;0.36
703362;137894;KALLSJÖN;2005;9;25;1;9.4;7.08;2.5;0.141;0.029;0.063;0.006;0.117;0.027;0.055;51;199;2;0.032;2.4;0.15
703370;132706;MELLAN-GRÅSSJÖN;2005;9;25;1;7.6;7.18;2.27;0.132;0.047;0.047;0.006;0.161;0.008;0.036;7;199;10;0.076;3.8;0.16
703587;134156;GEVSJÖN;2005;9;25;1;9;7.27;2.85;0.191;0.038;0.046;0.01;0.194;0.032;0.032;10;185;10;0.043;2.4;0.33
703632;138297;STORTJÄRNEN;2005;9;25;1;8.7;7.12;3.24;0.222;0.049;0.062;0.005;0.198;0.017;0.047;6;233;5;0.079;7.9;0.16
704004;139053;VÄSTERVALLSTJÄRNEN;2005;9;25;1;8.1;7.06;4.06;0.294;0.068;0.066;0.007;0.275;0.023;0.044;11;285;18;0.136;9.9;0.27
704253;148912;MÖRTSJÖN;2005;9;14;1;11.3;7.67;11.3;1.085;0.075;0.06;0.019;1.053;0.049;0.024;7;258;11;0.085;8.3;1.47
704671;138231;DALSTJÄRNEN;2005;9;25;1;7.9;6.71;2.46;0.147;0.048;0.055;0.003;0.111;0.025;0.043;9;235;24;0.122;7.6;0.15
704709;141393;STYGGFISKLÖSNAN;2005;9;25;1;8.1;7.1;2.86;0.179;0.035;0.057;0.014;0.173;0.029;0.036;7;281;19;0.099;8;0.29
704929;150222;SÖRVIKSJÖN;2005;10;23;1;4.7;7.69;6.85;0.586;0.056;0.061;0.017;0.579;0.04;0.026;1;236;7;0.04;7.8;1.68
704970;142446;LANDÖGSSJÖN;2005;9;25;1;10.3;6.9;1.98;0.105;0.026;0.053;0.007;0.093;0.022;0.041;38;217;13;0.042;3.2;0.22
704985;150739;TJÄRNÅSTJÄRNEN;2005;10;23;1;4.2;7.66;10.1;0.956;0.068;0.064;0.016;0.931;0.047;0.027;2;221;10;0.072;11.9;1.33
705005;147652;BLEKVÅGEN;2005;9;14;1;9.9;8.21;33.5;3.413;0.158;0.107;0.047;3.029;0.607;0.09;6;380;12;0.091;10.8;1.49
705367;149201;ÄLGSJÖN;2005;9;14;1;10.3;7.85;12.2;1.202;0.076;0.063;0.015;1.133;0.057;0.028;7;258;12;0.085;9;1.27
705522;134774;VALLTJÄRNEN;2005;9;25;1;7.6;7.34;6.39;0.54;0.053;0.062;0.006;0.498;0.065;0.049;8;211;11;0.076;3.6;0.22
706122;144187;FÖLLINGESJÖN;2005;9;8;2;12.1;7.61;8.41;0.655;0.143;0.067;0.012;0.672;0.087;0.062;39;227;15;0.066;6.5;2.19
706223;149027;ABBORRTJÄRNEN;2005;9;14;1;10.3;7.52;9.65;0.983;0.057;0.051;0.007;0.856;0.026;0.028;3;260;14;0.235;13;1.36
706436;143871;LIDSJÖN;2005;9;8;1;12.2;7.48;7.52;0.575;0.17;0.062;0.006;0.621;0.05;0.045;3;238;7;0.118;9.4;1.09
706509;138302;KÄLADANNSJÖN;2005;9;25;1;9.2;7.11;2.42;0.149;0.034;0.058;0.005;0.123;0.023;0.039;20;197;11;0.086;4.9;0.25
706517;150697;SÖR-LÄMÅSTJÄRNEN;2005;10;23;1;4.3;6.82;3.71;0.323;0.053;0.049;0.009;0.239;0.013;0.025;10;353;15;0.185;18.7;1.18
706631;133016;;2005;9;25;1;7.4;6.83;2.11;0.111;0.039;0.054;0.005;0.123;0.008;0.045;8;211;11;0.141;5.4;0.24
706646;141770;ÅKERSJÖN;2005;9;25;1;9.9;7.31;3.47;0.245;0.052;0.041;0.013;0.245;0.033;0.031;46;231;12;0.05;3.7;0.3
706815;144490;LÖVSJÖN;2005;9;8;1;12.8;6.95;1.94;0.096;0.031;0.058;0.008;0.075;0.022;0.061;30;222;5;0.044;3;1.02
707130;138097;BERGSJÖN;2005;9;25;1;8.2;6.95;1.21;0.048;0.017;0.049;0.004;0.018;0.011;0.038;10;192;13;0.096;4.5;0.18
707184;146045;SÄLLBROTJÄRNEN;2005;9;8;1;12.4;7.26;7.68;0.686;0.079;0.054;0.009;0.672;0.021;0.025;6;231;10;0.138;12.8;1.33
707202;143252;SVANATJÄRNEN;2005;9;8;1;11.7;6.5;2.66;0.166;0.061;0.054;0.005;0.059;0.028;0.076;12;301;15;0.237;13.6;0.42
707285;133091;;2005;9;25;1;7.7;5.33;1.18;0.035;0.016;0.048;0.001;-0.011;0.007;0.041;8;219;11;0.15;6.5;0.25
707292;134726;SILVERTJÄRNARNA;2005;9;25;1;6.3;6.57;1.29;0.057;0.016;0.037;0.005;0.048;0.034;0.03;6;194;9;0.032;1.4;0.16
707306;147124;KALLETJÄRNEN;2005;9;8;1;12.7;7.84;17.8;1.693;0.185;0.06;0.009;1.822;0.065;0.043;3;265;15;0.051;7.9;1.42
707350;138842;ÖVRE OLDSJÖN;2005;9;25;1;8.7;6.2;0.96;0.027;0.012;0.043;0.003;0.018;0.012;0.033;17;170;12;0.032;1.8;0.11
707696;151908;BJURTJÄRNEN;2005;9;15;1;10;5.78;1.93;0.119;0.054;0.054;0.007;0.007;0.01;0.017;2;294;14;0.479;20.7;1.81
707830;135945;GERMUNDTJÄRNEN;2005;9;25;1;9.1;6.93;2.94;0.134;0.047;0.09;0.019;0.14;0.02;0.074;17;229;14;0.075;5.5;0.12
708347;138723;KORSVATTNET;2005;9;25;1;7.3;6.31;0.86;0.027;0.009;0.038;0.003;0.013;0.013;0.032;25;155;10;0.007;0.6;0.19
708433;137025;SKALSTJÄRNEN;2005;9;25;1;6.2;6.73;1.74;0.118;0.016;0.045;0.003;0.103;0.011;0.029;11;229;12;0.146;5.9;0.15
708494;153001;NEDRE SVARTTJÄRNEN;2005;9;15;1;10.3;6.03;2;0.106;0.048;0.059;0.011;0.041;0.018;0.02;2;263;14;0.404;14.9;2.06
708498;150301;STOR-HÖSSJÖN;2005;9;14;1;11.4;7.4;5.11;0.427;0.068;0.049;0.009;0.388;0.033;0.025;7;243;10;0.106;9.2;1
708512;152086;DEGERVATTNET;2005;9;15;1;11.9;7.06;3.26;0.187;0.08;0.061;0.014;0.189;0.038;0.029;1;217;9;0.095;7.2;1.44
708566;137588;;2005;9;25;1;4.4;6.25;0.55;0.021;0.005;0.023;0.002;0.011;0.009;0.019;7;159;10;0.01;0.8;0.29
708677;138311;;2005;9;25;1;4.9;6.21;1.2;0.017;0.007;0.029;0.002;0.011;0.012;0.02;6;152;10;0.011;1.1;0.27
708677;151660;VÄSTER-BLEKTJÄRNEN;2005;9;15;1;10.5;6.55;2.46;0.155;0.052;0.065;0.016;0.1;0.025;0.024;9;252;19;0.257;11.5;1.61
708943;152737;SÖR-VANGEN;2005;9;15;1;10.6;6.67;2.96;0.178;0.09;0.06;0.009;0.14;0.021;0.027;1;376;21;0.348;14.7;2.01
708988;141957;VÄSTRA FISKTJÄRNEN;2005;9;8;1;11.5;7.17;4.77;0.394;0.048;0.053;0.011;0.349;0.029;0.044;4;249;10;0.112;8.1;0.4
709081;152588;BÖLESSJÖN;2005;9;15;1;11.6;7.01;2.95;0.174;0.076;0.049;0.01;0.177;0.035;0.026;10;192;11;0.098;5.9;1.23
709108;139720;DURRENJAURE;2005;9;25;1;5.2;6.77;0.92;0.048;0.01;0.032;0.002;0.046;0.013;0.017;9;197;11;0.01;1.1;0.44
709230;136816;;2005;9;25;1;5.5;6.8;1.81;0.085;0.018;0.061;0.005;0.088;0.032;0.035;7;154;10;0.026;1.2;0.13
709249;144207;KILTTJÄRNEN;2005;9;8;1;11;6.68;1.85;0.104;0.025;0.049;0.003;0.097;0.019;0.025;4;169;4;0.067;4.2;0.52
709264;145267;LAKAVATTNET;2005;9;8;1;12.3;6.58;1.4;0.065;0.024;0.045;0.006;0.05;0.016;0.025;10;167;7;0.101;4.5;1.06
709590;153380;GÅRDVATTNET;2005;9;15;1;10.1;6.73;2.52;0.163;0.067;0.057;0.008;0.116;0.016;0.02;7;258;12;0.255;12.8;1.92
709691;138239;;2005;9;25;1;4.9;6.06;0.63;0.012;0.006;0.033;0.001;0.013;0.01;0.024;6;155;11;0.01;0.8;0.17
709832;136225;;2005;9;25;1;6.4;6.62;1.41;0.073;0.013;0.04;0.002;0.061;0.013;0.033;8;202;12;0.065;3.3;0.28
709942;151216;ORRSJÖN;2005;9;14;1;10.7;6.8;2.07;0.119;0.053;0.047;0.007;0.091;0.027;0.022;8;198;10;0.1;6.9;0.99
710140;145017;MOSSAKAKLUMPTJÄRNARNA;2005;9;8;1;10.5;5.15;0.79;0.014;0.024;0.013;0.002;-0.014;0.008;0.011;2;168;20;0.146;5.7;0.41
710161;144377;GRUBBVATTNET;2005;9;8;1;10.6;6.35;0.97;0.029;0.016;0.034;0.005;0.034;0.014;0.016;7;164;5;0.059;2.5;0.35
710224;141928;STOR-RÖSSJÖN;2005;9;8;1;12.5;6.81;2.11;0.082;0.035;0.07;0.011;0.072;0.029;0.053;19;176;5;0.054;4.6;0.42
710261;135229;;2005;9;25;1;6.7;5.04;1.19;0.024;0.014;0.043;0.001;-0.019;0.006;0.035;8;271;13;0.172;6.8;0.21
710263;141502;LOMTJÄRNEN;2005;9;8;1;11;5.87;1.72;0.088;0.024;0.062;0.007;0.01;0.017;0.053;4;203;9;0.222;10.9;0.43
710279;143069;SKOGSTJÄRNEN;2005;9;8;1;10.3;6.37;1.38;0.046;0.023;0.056;0.006;0.031;0.019;0.042;2;178;6;0.038;3.5;0.52
710525;146213;SKORRVATTNET;2005;9;8;1;11.2;6.49;1.63;0.098;0.025;0.041;0.004;0.042;0.03;0.025;3;163;11;0.124;6.5;1.13
710617;143264;STENTJÄRNEN;2005;9;8;1;10.3;5.56;0.78;0.023;0.011;0.028;0.002;-0.001;0.009;0.025;2;194;14;0.075;4.3;0.59
710849;152149;HOTINGSSJÖN;2005;9;14;1;10.5;7.04;2.97;0.171;0.075;0.045;0.009;0.186;0.039;0.029;21;171;7;0.064;3.9;0.92
710866;137595;;2005;9;25;1;4.2;6.11;0.76;0.019;0.008;0.034;0.001;0.016;0.01;0.029;8;150;10;0.015;0.8;0.15
711026;144687;STORSKALTJÄRNEN;2005;9;8;1;9.4;6.38;1.03;0.036;0.018;0.037;0.003;0.039;0.015;0.015;4;165;13;0.071;2.6;0.47
711282;144550;;2005;9;8;1;9.7;6.05;0.79;0.035;0.014;0.024;0.003;0.011;0.009;0.013;4;166;6;0.112;4.8;0.33
711381;150545;FLÅSJÖN;2005;9;14;1;11.6;7.45;4.79;0.331;0.105;0.048;0.01;0.336;0.069;0.026;102;216;7;0.038;3.8;0.95
711675;145181;GRÅBERGSTJÄRNEN;2005;9;8;1;10.8;6.37;1.32;0.06;0.021;0.039;0.004;0.028;0.023;0.029;3;178;7;0.088;4.4;0.47
711716;150984;TÅSJÖN;2005;9;14;1;12.1;7.17;2.76;0.158;0.071;0.044;0.009;0.176;0.033;0.029;24;179;6;0.056;3.7;0.94
711735;145847;HÄSTTJÄRNEN;2005;9;8;1;11.4;6.54;1.97;0.142;0.022;0.037;0.004;0.077;0.018;0.026;3;190;10;0.191;9.5;0.59
712081;146722;YTTERTJÄRNEN;2005;9;8;1;12.4;7.29;6.34;0.442;0.149;0.061;0.006;0.545;0.037;0.032;4;174;7;0.117;6.7;1.44
712162;142460;;2005;9;8;0.5;7.3;7.13;2.69;0.15;0.053;0.039;0.008;0.181;0.051;0.02;3;173;5;0.014;0.7;0.31
712189;143471;RYGGFJÄLLTJÄRNARNA;2005;9;8;1;9;6.93;1.8;0.089;0.036;0.043;0.011;0.089;0.022;0.036;2;163;10;0.063;3.2;0.44
712189;148165;SVARTTJÄRNEN;2005;9;8;1;12.9;7.16;7.81;0.62;0.116;0.062;0.015;0.531;0.139;0.041;9;278;21;0.177;10.9;1.84
712297;143977;;2005;9;8;1;9;6.42;0.94;0.038;0.012;0.033;0.006;0.023;0.013;0.028;2;168;5;0.029;2.7;0.37
713252;148390;STORTJÄRNEN;2005;9;8;1;12.6;7.36;5.14;0.335;0.156;0.048;0.008;0.429;0.023;0.029;5;207;9;0.089;7.2;1.22
714185;146221;GAMMELHEMBERGTJÄRNARNA;2005;9;8;1;11.4;6.33;1.37;0.043;0.023;0.046;0.005;0.044;0.02;0.032;6;166;5;0.056;3.5;0.45
714744;147667;FJÄLLTJÄRNARNA;2005;9;8;1;11.2;6.14;1.09;0.057;0.02;0.029;0.003;0.018;0.018;0.021;3;176;8;0.096;4.7;0.78
715027;143038;;2005;9;8;1;10.5;6.98;2.43;0.133;0.048;0.045;0.007;0.154;0.021;0.04;5;167;5;0.06;3.1;0.31
715168;147567;;2005;9;8;0.5;11.3;6.26;1.52;0.08;0.031;0.043;0.004;0.041;0.009;0.029;3;194;7;0.154;8.2;0.56
715399;143226;;2005;9;8;1;8.9;6.84;1.98;0.115;0.03;0.038;0.009;0.11;0.027;0.03;3;164;7;0.06;2.6;0.39
715921;146142;;2005;9;8;1;11.3;6.21;1.18;0.028;0.024;0.047;0.006;0.055;0.016;0.035;3;167;9;0.068;3.8;0.36
715993;145741;;2005;9;8;1;10.9;4.91;1.19;0.019;0.019;0.03;0.001;-0.024;0.008;0.027;4;189;10;0.154;6.8;0.44
716030;143082;;2005;9;8;1;8.7;6.15;0.78;0.032;0.011;0.028;0.002;0.025;0.016;0.019;3;165;6;0.035;2.3;0.43
716152;145908;;2005;9;8;1;11.1;6.23;1.39;0.058;0.031;0.048;0.003;0.028;0.012;0.033;3;161;6;0.133;6.9;0.53
716483;142673;BLERIKEN;2005;9;8;1;9.9;6.47;1.12;0.044;0.022;0.035;0.003;0.041;0.011;0.029;4;166;5;0.059;2.7;0.39
716758;140315;BJÖRKVATTNET;2005;9;8;1;12.1;7.06;3.17;0.173;0.044;0.077;0.01;0.169;0.023;0.091;5;161;7;0.06;3.8;0.42
717687;145875;RUKKESVARENTRÅNNE;2005;9;8;1;8.6;6.79;1.21;0.05;0.025;0.04;0.005;0.062;0.017;0.019;5;170;5;0.035;1.7;0.59
717805;142346;STOR-BLÅSJÖN;2005;9;8;1;11.6;7.11;2.18;0.118;0.039;0.046;0.006;0.13;0.021;0.044;16;166;3;0.024;1.3;0.44
717860;143445;;2005;9;8;1;8.1;6.66;0.99;0.03;0.024;0.032;0.004;0.052;0.026;0.019;10;164;3;0.004;0.2;0.48
717907;140679;;2005;9;8;1;10.2;6.81;1.93;0.12;0.027;0.046;0.003;0.117;0.018;0.043;4;190;8;0.089;4.4;0.48
717913;145144;;2005;9;8;0.5;8.1;7.08;1.94;0.094;0.056;0.035;0.006;0.141;0.017;0.02;5;164;5;0.033;1.9;0.59
718659;143738;;2005;9;8;1;7.9;6.42;0.78;0.018;0.01;0.035;0.004;0.021;0.015;0.032;3;194;4;0.001;0.3;0.36
718924;143185;;2005;9;8;1;9.1;6.57;1.04;0.023;0.027;0.039;0.005;0.04;0.014;0.024;3;208;4;0.028;1.8;0.44
719338;144605;;2005;9;8;1;7.6;6.45;0.83;0.023;0.011;0.024;0.003;0.024;0.026;0.016;3;164;6;0.007;0.6;0.36
719514;144292;;2005;9;8;1;8.1;6.69;1.21;0.046;0.016;0.036;0.007;0.062;0.02;0.026;4;195;6;0.009;0.6;0.33
719635;142070;DANJELVATTNET;2005;9;8;1;8.6;7.17;2.6;0.19;0.045;0.024;0.001;0.221;0.009;0.02;2;211;4;0.025;1.7;0.44
720202;142425;LEIPIKVATTNET;2005;9;8;1;9.9;6.97;1.56;0.096;0.018;0.034;0.004;0.094;0.018;0.026;4;206;4;0.015;0.8;0.3
720443;142797;SÄRKSJÖN;2005;9;8;1;9.3;7.35;3.43;0.273;0.029;0.038;0.007;0.278;0.018;0.037;2;185;3;0.014;1;0.48
721076;144274;;2005;9;8;1;7.6;7.22;2.11;0.118;0.053;0.029;0.009;0.159;0.024;0.018;5;201;4;0.011;0.6;0.35
721724;142804;;2005;9;8;1;7.1;6.97;1.18;0.053;0.025;0.029;0.002;0.066;0.021;0.02;3;191;4;0.001;0.2;0.34
722336;143119;;2005;9;8;1;7.4;7.37;3.35;0.275;0.024;0.031;0.005;0.28;0.03;0.019;5;184;6;0.01;0.6;0.31
706499;166386;MYRTJÄRNEN;2005;9;15;1;11.4;7.06;4.07;0.388;0.035;0.05;0.006;0.274;0.029;0.019;11;258;11;0.33;14.1;1.59
707046;168268;ÖRATJÄRNEN;2005;9;13;1;12.5;6.68;2.84;0.237;0.038;0.053;0.005;0.136;0.029;0.022;7;271;13;0.386;15.8;1.34
707411;172236;HARPSJÖN;2005;9;13;1;12.3;5.87;3.92;0.159;0.065;0.204;0.016;0.028;0.057;0.065;4;426;30;0.789;31.1;1.62
707631;168728;TORRSJÖN;2005;9;13;1;11.5;5.93;2.44;0.129;0.059;0.075;0.012;0.017;0.044;0.025;3;384;42;0.491;20.4;1.7
707851;166816;VÅNGSJÖN;2005;9;15;1;11.1;6.68;2.61;0.18;0.046;0.061;0.01;0.095;0.031;0.023;7;271;16;0.305;14.1;1.51
708345;169213;DAMMSJÖN;2005;9;13;1;11.9;6.57;2.19;0.147;0.033;0.044;0.006;0.074;0.039;0.02;4;210;10;0.219;10;0.51
708993;164890;KROKTJÄRNEN;2005;9;15;1;10.3;6.25;2.61;0.163;0.037;0.069;0.008;0.112;0.028;0.021;8;218;11;0.244;10.6;2.35
709132;167316;LÅGSJÖN;2005;9;15;1;11.3;6.4;2.53;0.214;0.048;0.05;0.008;0.058;0.023;0.018;12;352;20;0.544;22.9;1.61
709420;160398;TEGELTRÄSKET;2005;9;15;1;10.7;6.72;1.74;0.075;0.038;0.051;0.009;0.076;0.024;0.016;7;216;10;0.086;5.4;1.02
709908;155361;STJÄRNTJÄRNEN;2005;9;15;1;9.1;5.58;1.22;0.057;0.022;0.034;0.004;0.001;0.013;0.013;7;223;15;0.3;10.4;1
709953;155776;VALMVATTNET;2005;9;15;1;8.6;6.14;1.73;0.096;0.034;0.05;0.007;0.032;0.015;0.02;3;235;14;0.29;12.8;1.68
709975;159956;JON-SVENSTJÄRN;2005;9;15;1;10.4;5.32;0.78;0.029;0.013;0.018;0.002;-0.004;0.02;0.012;7;188;10;0.055;3.8;0.62
710205;158310;LÅNGVATTENSJÖN;2005;9;15;1;11.2;6.39;1.26;0.089;0.041;0.05;0.007;0.035;0.014;0.017;9;238;23;0.277;11.9;1.61
710279;167016;STOR-ARMSJÖN;2005;9;15;1;11.6;7.26;4.18;0.326;0.055;0.051;0.012;0.271;0.05;0.026;9;228;10;0.124;8.6;1.53
710286;170468;STOR-HÄGGSJÖN;2005;9;13;1;11.6;6.6;2.77;0.197;0.04;0.058;0.009;0.101;0.05;0.022;4;245;24;0.302;12.8;1.42
710578;155944;STENBITTJÄRNEN;2005;9;15;1;9.3;6.35;1.45;0.07;0.025;0.049;0.005;0.036;0.019;0.019;8;215;11;0.141;7.5;1.01
710734;154588;ELDSJÖTJÄRNARNA;2005;9;15;1;10;6.24;1.45;0.075;0.047;0.04;0.003;0.023;0.006;0.014;8;292;12;0.269;12.6;0.95
710807;155373;;2005;9;15;1;9.1;5.57;1.53;0.08;0.031;0.045;0.003;0;0.011;0.017;7;272;25;0.456;16.2;1.42
710873;173988;ÖSJÖN;2005;9;13;1;11.7;4.55;3.03;0.086;0.048;0.078;0.006;-0.114;0.033;0.031;3;407;18;1.021;41.8;1.53
710990;173269;GRANTRÄSKTJÄRNEN;2005;9;13;0.5;11;5.07;2.6;0.102;0.048;0.079;0.007;-0.036;0.069;0.027;1;319;24;0.711;23.8;1.78
711037;160508;KYRKTJÄRNEN;2005;9;15;1;9.6;6.7;3.13;0.164;0.059;0.073;0.019;0.175;0.06;0.019;1;174;26;0.129;5.3;2.1
711358;158452;MEVIKSTJÄRNEN;2005;9;15;1;10.6;6.29;1.25;0.047;0.031;0.042;0.006;0.033;0.021;0.016;7;225;10;0.103;5.9;0.77
711365;171748;TÄFTESTRÄSKET;2005;9;13;1;12.3;6.69;2.71;0.131;0.051;0.069;0.023;0.075;0.055;0.042;3;266;15;0.159;9.6;0.39
711715;174820;HÅLSJÖN;2005;9;13;1;12.2;5.84;3.09;0.149;0.066;0.102;0.013;0.013;0.065;0.053;2;355;36;0.568;26.2;1.52
711787;154187;LAVSJÖN;2005;9;14;1;11.6;6.84;2.67;0.13;0.071;0.06;0.013;0.125;0.036;0.024;8;181;15;0.119;7.6;1.49
711990;153625;GÅSTJÄRNEN;2005;9;14;1;11.4;5.04;0.8;0.015;0.009;0.014;0.004;-0.011;0.017;0.012;6;180;10;0.086;3.7;0.87
712010;168896;TROLLSJÖN;2005;9;13;1;11.2;6.89;4.57;0.219;0.116;0.085;0.054;0.245;0.055;0.049;15;366;41;0.242;11.6;0.53
712045;167472;STOR-RAMSJÖN;2005;9;14;1;10.3;6.3;2.32;0.096;0.052;0.062;0.016;0.032;0.064;0.029;5;240;14;0.189;9.9;1.08
712045;171319;MICKELSTRÄSKET;2005;9;13;1;11.6;6.66;2.42;0.107;0.048;0.066;0.018;0.06;0.055;0.032;3;221;16;0.18;8.6;0.61
712086;167625;GÅSTJÄRNEN;2005;9;14;1;11.2;5.59;2.3;0.117;0.059;0.058;0.009;-0.001;0.06;0.018;13;275;20;0.544;19;1.48
712589;159893;MOSSATJÄRNEN;2005;9;15;1;9.1;4.79;1.73;0.054;0.036;0.034;0.003;-0.058;0.008;0.011;9;313;22;0.493;19.2;1.49
712665;160867;;2005;9;15;1;9.9;6.12;2.18;0.104;0.041;0.055;0.02;0.049;0.045;0.032;7;253;17;0.219;10;1.86
713180;153188;DJUPHÅLTJÄRNEN;2005;9;14;1;10.2;5.66;1.58;0.091;0.04;0.043;0.004;0.012;0.009;0.015;1;240;31;0.444;16.8;1.48
713398;160794;STORTJÄRNEN;2005;9;15;1;9.9;6.77;2.24;0.118;0.03;0.052;0.017;0.108;0.038;0.017;5;294;10;0.094;5.1;1.35
713404;172465;BJÄNNSJÖN;2005;9;13;1;11;6.52;2.25;0.097;0.056;0.057;0.01;0.057;0.054;0.032;2;169;13;0.205;8.2;0.54
713448;163357;;2005;9;14;1;9.1;5.79;1.32;0.07;0.029;0.039;0.007;0.009;0.02;0.014;3;221;8;0.301;10.9;1.45
713709;151486;ORMSJÖN;2005;9;14;1;11.8;7.14;2.7;0.167;0.067;0.045;0.008;0.167;0.032;0.02;8;180;9;0.096;5.5;1.13
