X_SMHI;Y_SMHI;Name;Year;Month;Day;Depth m;Temp_ øC;pH ;Cond_ mS/m25øC;Ca meq/l;Mg meq/l;Na meq/l;K meq/l;Alk_/Acid meq/l;SO4_IC meq/l;Cl meq/l;NO2+NO3-N ug/l;Tot-N_ps ug/l;Tot-P ug/l;Abs__F 420nm/5cm;TOC mg/l;Si mg/l
713880;152801;ÖSTRA TALLVATTENSJÖN;2005;9;14;1;10.1;6.75;2.13;0.164;0.033;0.035;0.005;0.117;0.015;0.016;3;194;11;0.205;8.3;1.14
713892;168925;MÖRTTJÄRNEN;2005;9;13;1;10.3;6.18;2.22;0.096;0.043;0.06;0.011;0.044;0.059;0.019;3;240;10;0.228;10;1
714069;158177;GRANSJÖN;2005;9;14;1;9.4;6.68;2.43;0.12;0.094;0.05;0.01;0.119;0.019;0.018;1;228;13;0.229;10.6;1.6
714227;159350;SÄNKSJÖN;2005;9;14;1;9.9;6.68;1.45;0.06;0.046;0.038;0.007;0.06;0.026;0.011;6;177;8;0.071;5.1;0.83
714332;175038;HAKATJÄRNEN;2005;9;13;1;12.6;6.87;2.75;0.183;0.039;0.062;0.008;0.168;0.035;0.023;4;213;21;0.102;8.9;0.32
714368;168701;STOR-SANDSJÖN;2005;9;13;1;12.2;6.93;2.57;0.129;0.049;0.056;0.019;0.096;0.061;0.028;2;175;9;0.068;5.2;0.69
714589;170446;UMSJÖN;2005;9;13;1;11.1;7.09;3.29;0.231;0.057;0.063;0.013;0.172;0.046;0.024;3;228;19;0.276;10.9;1.36
714600;159420;NORSJÖTJÄRNEN;2005;9;14;1;9.4;6.75;3.21;0.162;0.129;0.058;0.011;0.205;0.026;0.015;5;265;19;0.336;10.7;2.51
714675;159793;MÖRTTJÄRNEN;2005;9;14;1;8.4;6.02;1.37;0.053;0.034;0.043;0.004;0.02;0.013;0.016;2;190;10;0.26;10.4;1.21
714853;174500;RISVATTNET;2005;9;13;1;12.7;7.06;5.34;0.26;0.107;0.097;0.052;0.28;0.108;0.072;5;213;16;0.039;6.4;0.71
714878;166140;STAVARTJÄRNEN;2005;9;14;1;10.7;6.29;2.18;0.124;0.058;0.058;0.012;0.053;0.021;0.016;4;321;20;0.393;16.1;1.57
715071;163391;STORHOLMTJÄRNEN;2005;9;14;1;9.8;6.44;2.19;0.117;0.063;0.045;0.011;0.092;0.023;0.016;10;223;19;0.261;10.9;1.56
715145;163794;SKILKTJÄRNEN;2005;9;14;1;9.8;6.92;4.55;0.386;0.062;0.053;0.013;0.296;0.047;0.018;2;284;14;0.258;13.2;1.54
715184;155979;IDVATTNET;2005;9;14;1;9;6.61;2.09;0.099;0.068;0.046;0.008;0.083;0.019;0.021;3;257;13;0.177;9.3;0.89
715259;157938;;2005;9;14;1;8.6;5.31;1.66;0.083;0.057;0.039;0.002;-0.016;0.011;0.014;3;263;12;0.406;18.7;1.64
715545;164780;LILL-TANNSELET;2005;9;14;1;10.5;7.09;3.06;0.192;0.058;0.046;0.011;0.2;0.039;0.028;10;163;8;0.06;3.6;0.91
715861;168814;ABBORRTJÄRNEN;2005;9;13;1;10.3;5.86;1.68;0.088;0.042;0.046;0.008;0.009;0.019;0.018;2;260;10;0.375;19.1;0.67
715911;158246;GRANSJÖN;2005;12;8;1;;6.48;1.82;0.086;0.066;0.046;0.008;0.063;0.022;0.029;3;367;21;0.25;11.2;1.53
715965;160343;SVARTTRÄSKET;2005;9;14;1;9.4;5.86;2.01;0.113;0.062;0.041;0.006;0.02;0.019;0.027;8;316;49;0.465;17;1.53
716135;163268;;2005;9;14;1;9;6.66;2.56;0.16;0.067;0.055;0.012;0.123;0.019;0.015;3;257;9;0.267;13;1.44
716302;155212;RENVALLSTJÄRNEN;2005;9;14;1;10.8;6.94;4.1;0.217;0.155;0.044;0.023;0.292;0.025;0.027;2;277;21;0.138;8.9;1.06
716491;162201;FISKHÅLET;2005;9;14;1;9;6.3;2;0.125;0.05;0.05;0.01;0.036;0.023;0.017;4;282;14;0.424;16;1.3
716522;167311;STOR-ABBORRKÄRNEN;2005;9;13;1;10.8;5.92;1.73;0.07;0.032;0.064;0.011;0.041;0.016;0.014;3;224;12;0.297;14.1;1.14
716676;163530;LILL-TANNTRÄSKET;2005;9;14;1;9.9;6.48;3.22;0.237;0.066;0.061;0.018;0.123;0.037;0.02;5;316;17;0.446;18.9;1.64
716831;170045;BÅTTRÄSKET;2005;9;13;1;11.1;6.51;2.13;0.122;0.049;0.055;0.014;0.069;0.024;0.015;1;227;22;0.379;15.9;1.25
716993;153390;SKARPTJÄRNEN;2005;9;14;1;10;7.07;4.75;0.358;0.1;0.049;0.009;0.371;0.015;0.018;2;301;10;0.216;10.5;1.32
717120;155350;FARGÅNGSTJÄRNEN;2005;9;14;1;9.7;6.5;1.87;0.102;0.055;0.045;0.008;0.063;0.024;0.014;1;224;10;0.201;9.7;1.16
717188;161633;STAVTRÄSKTJÄRNEN;2005;9;14;1;10.2;6.8;2.54;0.15;0.058;0.049;0.014;0.141;0.027;0.016;1;212;10;0.197;8.2;1.57
717263;172206;GODBÄCKTJÄRNEN;2005;9;13;1;10.2;6.1;1.62;0.081;0.034;0.048;0.007;0.017;0.035;0.017;3;194;11;0.267;14.4;1.05
717267;161410;LÖRDAGSTRÄSKET;2005;9;14;1;9;6.51;1.98;0.111;0.049;0.053;0.013;0.067;0.02;0.015;2;210;8;0.274;12.5;1.85
717269;149691;;2005;9;8;0.5;10.7;5.89;2.96;0.135;0.117;0.066;0.004;0.142;0.031;0.023;5;234;16;0.307;14;1.94
717290;168476;SVANATJÄRNEN;2005;9;13;1;9.7;6.25;1.93;0.095;0.044;0.062;0.008;0.052;0.027;0.016;2;230;9;0.272;14.5;1.79
717397;154666;KNIVSJÖN;2005;9;14;1;10.2;6.7;2.3;0.126;0.069;0.049;0.006;0.107;0.016;0.016;2;217;10;0.169;9;1.31
717505;148554;LILL-GÄDDSJÖN;2005;9;8;0.5;11.3;5.73;1.49;0.055;0.041;0.043;0.003;0.015;0.023;0.032;3;177;9;0.193;9.3;1.15
717750;159760;GÅSTJÄRNEN;2005;9;14;1;9.7;6.4;1.34;0.055;0.039;0.038;0.008;0.043;0.015;0.012;3;298;17;0.167;7.2;0.76
717939;160935;LÅNGTJÄRNEN;2005;9;14;1;9.7;5.97;1.86;0.103;0.046;0.049;0.013;0.021;0.021;0.015;1;261;12;0.399;16.2;1.75
718086;163885;;2005;9;13;1;10.2;5.24;1.67;0.106;0.039;0.032;0.004;-0.025;0.009;0.01;2;271;19;0.69;26.1;0.98
718100;153534;NÄSTANSJÖN;2005;9;14;1;9.3;6.97;2.78;0.178;0.058;0.043;0.007;0.162;0.037;0.018;7;194;11;0.127;7.4;1.13
718156;156107;BÄSKSJÖN;2005;9;14;1;8.2;6.76;2.03;0.105;0.091;0.037;0.005;0.099;0.009;0.014;9;288;20;0.22;11.2;1.04
718219;165118;SIKSELTJÄRNEN;2005;9;13;1;10.2;5;1.33;0.044;0.018;0.035;0.005;-0.026;0.008;0.01;5;290;18;0.346;17.5;0.81
718255;161209;RUSTRÄSKET;2005;9;14;1;10.5;6.69;1.99;0.112;0.048;0.048;0.01;0.076;0.021;0.013;4;226;9;0.211;9.7;1.39
718455;153637;HÄSTTJÄRNEN;2005;9;14;1;9.4;5.08;1.3;0.05;0.03;0.032;0.003;-0.022;0.014;0.014;2;243;13;0.381;13.8;1.18
718694;150566;;2005;9;8;1;11.2;6.43;1.89;0.109;0.037;0.036;0.005;0.073;0.038;0.016;3;200;9;0.14;6.5;1.25
718701;164026;ÅMTRÄSKKALVEN;2005;9;13;1;11.1;6.83;2.59;0.13;0.051;0.066;0.021;0.139;0.031;0.019;2;246;11;0.11;8.4;1.26
718818;171406;BULTERTJÄRNEN;2005;9;13;1;10.2;6.62;3.19;0.21;0.07;0.052;0.015;0.08;0.026;0.086;5;505;24;0.432;18.7;0.99
719102;150638;DATIKSJÖARNA;2005;9;8;1;12.2;6.63;1.72;0.094;0.039;0.036;0.005;0.083;0.023;0.015;5;175;9;0.121;5.5;0.44
719266;170064;JONSTRÄSKET;2005;9;13;1;10.2;7.17;4.95;0.35;0.126;0.07;0.024;0.268;0.083;0.031;1;276;28;0.462;20.1;2.28
719410;147570;;2005;9;8;1;10.6;6.42;0.88;0.047;0.017;0.023;0.003;0.027;0.006;0.017;2;166;7;0.073;4;0.44
719546;164295;KÅTATJÄRNEN;2005;9;13;1;10.3;6.84;2.27;0.11;0.052;0.07;0.015;0.114;0.027;0.015;2;216;15;0.131;10.4;1.25
719562;163102;FALTRÄSKET;2005;9;13;1;10.4;7.03;2.57;0.124;0.055;0.061;0.02;0.137;0.034;0.021;2;193;6;0.055;7.5;0.89
719587;150518;OXTJÄRNEN;2005;9;8;1;11.4;5.9;1.9;0.12;0.044;0.046;0.004;0.039;0.01;0.021;6;239;18;0.419;17;1.29
719881;175140;GRYTAN;2005;9;12;1;13.2;7.16;7.36;0.247;0.129;0.304;0.05;0.213;0.188;0.189;3;362;28;0.128;14.4;0.89
719976;160310;SPÄNNINGTRÄSKET;2005;9;13;1;11.8;6.85;2.53;0.133;0.059;0.054;0.017;0.129;0.032;0.016;3;185;9;0.118;9.5;1.08
720037;162650;;2005;9;13;1;10.1;6.44;2.41;0.109;0.054;0.073;0.014;0.109;0.022;0.016;3;217;12;0.239;12.1;1.63
720071;165496;DAMMTJÄRNEN;2005;9;13;1;10.3;6.68;2.68;0.135;0.071;0.047;0.016;0.104;0.061;0.036;3;200;11;0.127;8.8;1.22
720083;149713;;2005;9;8;1;11.2;6.48;1.93;0.094;0.045;0.043;0.003;0.084;0.038;0.02;2;176;6;0.084;5.5;1.13
720179;171558;BJURLIDTRÄSKET;2005;9;13;1;11.3;6.78;3.87;0.246;0.056;0.071;0.017;0.14;0.099;0.04;8;269;17;0.191;11.9;1.34
720202;149225;VUOLLELITE;2005;9;8;1;11.3;7.13;2.7;0.172;0.04;0.038;0.008;0.18;0.034;0.031;6;168;4;0.037;2;0.48
720425;171505;STOR-HÄBBIKTJÄRNEN;2005;9;13;1;10.6;2.91;129;4.38;2.574;0.343;0.087;-4.512;11.597;0.609;25;198;20;0.044;3.2;5.34
720592;161946;INRE GURKASJÖN;2005;9;13;1;11.4;6.96;2.05;0.106;0.039;0.053;0.012;0.102;0.022;0.017;3;222;7;0.086;7.1;1.06
720806;165354;STORTJÄRNEN;2005;9;13;1;10;6.47;2.33;0.14;0.044;0.058;0.011;0.09;0.02;0.025;3;263;14;0.27;14;1.14
720947;166530;VINTERVÄGATJÄRNEN;2005;9;13;1;8.9;6.87;2.48;0.183;0.039;0.051;0.012;0.118;0.041;0.021;2;192;13;0.223;12.7;1.2
721259;158851;;2005;9;13;1;10.3;6.42;4.1;0.199;0.082;0.044;0.096;0.185;0.024;0.058;37;341;215;0.355;19.5;0.4
721362;170988;BERGNÄSTJÄRNEN;2005;9;13;1;9.6;7.41;6.62;0.582;0.059;0.07;0.012;0.53;0.062;0.027;4;272;18;0.19;12.4;1.43
721385;149595;ORÄDDESTJÄRNEN;2005;9;8;1;11.2;6.03;1.59;0.069;0.03;0.037;0.004;0.015;0.063;0.018;2;193;9;0.089;4.5;0.53
721404;158937;STOR-BASTUTRÄSKET;2005;9;13;1;11.2;7;2.38;0.144;0.037;0.045;0.011;0.126;0.044;0.015;3;239;6;0.093;6.8;0.84
721478;155016;;2005;9;13;1;8.1;6.51;2.46;0.15;0.08;0.048;0.004;0.121;0.015;0.018;3;228;22;0.283;16.2;1.59
721605;158408;SULTENTJÄRNEN;2005;9;13;1;9.7;6.79;2.76;0.229;0.042;0.034;0.008;0.152;0.025;0.012;4;218;12;0.296;16.7;1.28
721657;172360;AVAN;2005;9;12;1;10.2;6.38;2.94;0.176;0.059;0.074;0.012;0.096;0.037;0.029;1;394;16;0.323;19.1;2.67
721823;164460;NÖRDTJÄRNEN;2005;9;13;1;9.1;6.04;1.95;0.106;0.043;0.063;0.007;0.028;0.033;0.028;2;262;13;0.302;18.3;1.7
721832;150441;;2005;9;8;1;11.2;6.15;1.03;0.036;0.023;0.029;0.005;0.018;0.026;0.015;2;174;9;0.064;3.8;0.5
721859;163966;NYTJÄRNEN;2005;9;13;1;8.1;5.95;2.58;0.152;0.057;0.066;0.01;0.036;0.033;0.049;9;240;15;0.369;22.5;1.75
721887;166488;LILL-VILLSBÄCKSTJÄRNEN;2005;9;13;1;10.2;7.5;7.4;0.632;0.058;0.055;0.012;0.691;0.042;0.022;4;226;9;0.027;4.1;1.05
721903;170122;SKIDTRÄSKET;2005;9;13;1;9.8;6.62;2.48;0.187;0.043;0.061;0.006;0.084;0.02;0.025;10;269;27;0.398;19;1.55
721974;168007;ABBORRTJÄRNEN;2005;9;13;1;8.4;6.99;3.18;0.272;0.048;0.056;0.005;0.172;0.04;0.014;4;231;8;0.255;18.6;0.75
722028;158427;SUNDTRÄSKET;2005;9;13;1;10.8;6.97;2.16;0.12;0.039;0.047;0.013;0.107;0.042;0.013;2;172;7;0.082;7.8;0.9
722064;173362;MELLAN SMÅVATTNET;2005;9;12;1;11.9;7.25;6.18;0.587;0.059;0.058;0.008;0.475;0.056;0.023;14;309;12;0.372;16.4;2.1
722201;149107;;2005;9;8;1;10;6.45;1.07;0.044;0.024;0.027;0.014;0.032;0.008;0.015;2;190;14;0.127;6;0.61
722332;158651;ORRTRÄSKET;2005;9;13;1;11.9;7.07;3.3;0.214;0.043;0.05;0.015;0.201;0.064;0.015;2;247;5;0.05;5.9;0.99
722349;171914;STAVATRÄSKET;2005;9;12;1;11.2;6.56;2.05;0.137;0.038;0.058;0.006;0.068;0.02;0.02;7;243;14;0.302;14.3;1.84
722395;151636;;2005;9;8;1;10.5;6.4;1.29;0.072;0.034;0.03;0.003;0.049;0.014;0.014;4;201;12;0.129;7.3;0.67
722396;162524;;2005;9;13;1;8.5;6.23;2.21;0.141;0.079;0.034;0.007;0.067;0.011;0.012;4;300;24;0.497;23.4;1.19
722490;148978;GIRISJÖN;2005;9;8;1;9.4;6.91;1.37;0.071;0.032;0.023;0.005;0.075;0.024;0.012;4;205;6;0.036;2.1;0.54
722529;152953;;2005;9;8;1;11.5;6.99;2.41;0.121;0.09;0.04;0.006;0.167;0.016;0.017;3;197;10;0.089;6.4;0.56
722558;167588;STOR-OCKELTJÄRNEN;2005;9;13;1;9.2;6.79;2.76;0.188;0.049;0.069;0.005;0.146;0.028;0.018;4;208;15;0.222;13.3;1.71
722772;144753;;2005;9;8;1;8.4;6.95;1.78;0.093;0.036;0.039;0.004;0.104;0.034;0.021;2;180;4;0.008;0.6;0.51
722794;150684;STOR-SUTSJAURE;2005;9;8;1;11.3;7.04;2.78;0.129;0.091;0.039;0.016;0.183;0.043;0.022;2;193;7;0.029;3.1;0.51
722801;147977;ÖVRE GAILANJAURE;2005;9;8;1;8.4;7.01;1;0.058;0.012;0.02;0.003;0.049;0.028;0.01;8;179;4;0.003;0.1;0.52
722986;150853;SUNNANSJÖN;2005;9;8;1;11.4;7.21;2.99;0.18;0.073;0.039;0.016;0.205;0.036;0.023;4;195;5;0.039;3.9;0.56
723044;162095;;2005;9;13;1;8.5;5.77;1.5;0.069;0.03;0.049;0.011;0.015;0.013;0.013;1;205;13;0.343;16.6;0.92
723065;146574;RANSARN;2005;9;8;1;10.4;7.51;3.79;0.288;0.042;0.044;0.007;0.296;0.03;0.041;9;196;4;0.011;0.9;0.5
723113;157885;;2005;9;13;1;9.1;6.45;1.59;0.069;0.031;0.046;0.008;0.057;0.035;0.012;5;232;7;0.113;8.1;0.94
723183;146299;;2005;9;8;0.5;10.5;7.79;8.15;0.76;0.051;0.043;0.002;0.786;0.022;0.037;4;167;4;0.03;2.3;0.55
723229;148547;RISSJÖN;2005;9;8;1;9.4;6.92;1.39;0.067;0.028;0.025;0.007;0.07;0.031;0.014;15;195;3;0.002;0.7;0.44
723461;157350;;2005;9;13;1;8.2;5.4;1.23;0.044;0.02;0.046;0.003;-0.002;0.029;0.013;5;224;10;0.208;11.1;1.47
723554;172286;SVARTTJÄRNEN;2005;9;12;1;10.7;5.74;1.88;0.102;0.043;0.049;0.009;0.007;0.036;0.013;5;261;16;0.451;18;1.7
723565;152770;BÖRTINGTJÄRNEN;2005;9;8;1;11;7.26;3.13;0.224;0.054;0.049;0.006;0.235;0.029;0.016;3;184;8;0.068;4.9;1.04
723588;167568;LIDMYRTJÄRNEN;2005;9;13;1;9.3;5.31;0.85;0.028;0.011;0.028;0.003;-0.005;0.015;0.012;3;184;10;0.113;9.5;0.41
723974;163148;STENTJÄRNEN;2005;9;13;1;10.9;6.9;2.48;0.146;0.049;0.047;0.011;0.167;0.029;0.012;3;201;11;0.048;6.9;0.85
724129;163019;KLÖVTJÄRNARNA;2005;9;13;1;9.5;6.34;1.8;0.102;0.044;0.044;0.005;0.072;0.014;0.016;3;177;8;0.211;13.9;0.79
724137;161741;KALVEN;2005;9;13;0.5;6.1;6.62;1.73;0.082;0.039;0.047;0.007;0.061;0.013;0.024;5;229;9;0.122;10.7;0.38
724237;161229;STORTJÄRNEN;2005;9;13;1;7.8;6.58;1.97;0.105;0.039;0.057;0.011;0.084;0.017;0.016;1;232;6;0.154;11.2;1.32
724302;163921;;2005;9;13;0.5;9.6;5.67;0.74;0.035;0.014;0.026;0.007;0.001;0.013;0.009;2;185;36;0.191;12.8;0.38
724330;164198;LAINEJAURE;2005;9;13;1;10.4;7.31;3.75;0.189;0.098;0.067;0.022;0.256;0.044;0.028;2;166;11;0.027;6.1;1.13
724404;162447;;2005;9;13;1;9.5;6.27;0.9;0.025;0.015;0.031;0.006;0.024;0.018;0.01;6;205;8;0.06;7;0.24
724607;163236;ABBORRTJÄRNEN;2005;9;13;1;7.9;6.64;1.9;0.107;0.042;0.053;0.007;0.089;0.02;0.02;5;181;9;0.173;12;1.45
724646;156686;BLAIKSJÖN;2005;9;13;1;7.5;6.66;1.51;0.08;0.03;0.026;0.006;0.049;0.047;0.01;3;188;13;0.075;5.7;0.4
724739;158665;;2005;9;13;1;9.9;6.51;1.5;0.079;0.027;0.038;0.011;0.066;0.015;0.011;4;193;12;0.1;8;0.43
724778;158033;LÅNGTJÄRNEN;2005;9;13;1;8.3;6.85;1.72;0.066;0.027;0.051;0.03;0.11;0.014;0.011;3;183;8;0.068;5.8;0.88
724927;160885;;2005;9;13;1;8.2;6.48;1.66;0.087;0.017;0.054;0.007;0.089;0.021;0.012;4;181;6;0.03;4.3;2.23
725094;160019;REUTOTRÄSKET;2005;9;13;1;11.6;6.92;2.03;0.104;0.032;0.054;0.014;0.108;0.021;0.017;2;216;7;0.067;6.2;0.96
725134;164267;;2005;9;13;0.5;8.9;5.12;0.66;0.016;0.005;0.011;0.009;-0.004;0.01;0.009;2;188;9;0.012;7.9;0.22
725140;163571;MÖRTTJÄRNEN;2005;9;13;1;8.3;6.25;1.82;0.089;0.049;0.044;0.008;0.038;0.014;0.034;3;228;11;0.207;15.2;0.43
725213;146806;;2005;9;8;1;10.4;7.17;2.54;0.192;0.055;0.042;0.002;0.178;0.007;0.033;9;241;13;0.127;10.4;0.91
725235;154568;SUNDTJÄRNEN;2005;9;8;1;11.6;7;2.04;0.115;0.034;0.04;0.008;0.135;0.053;0.013;2;178;9;0.019;2;0.74
725327;147881;;2005;9;8;0.5;9.4;7.66;7.45;0.627;0.089;0.04;0.004;0.703;0.052;0.026;9;162;3;0.032;2.3;1.27
725555;147186;;2005;9;8;1;10.3;6.95;2.02;0.122;0.039;0.041;0.005;0.133;0.013;0.031;7;186;8;0.066;5.1;0.46
725562;151463;STENTRÄSKET;2005;9;8;1;12.2;7.15;3.11;0.195;0.062;0.044;0.014;0.231;0.038;0.024;3;174;5;0.043;4.5;0.7
725829;145656;ÖVRE VAPSTSJÖN;2005;9;8;1;9.7;7.33;3.55;0.24;0.06;0.041;0.006;0.281;0.039;0.03;61;191;4;0.021;2;0.51
725844;159564;;2005;9;13;1;9.3;6.77;2.8;0.157;0.031;0.058;0.034;0.171;0.013;0.014;3;183;7;0.065;4.5;0.88
725965;150996;TROLLTJÄRNEN;2005;9;8;1;11.8;7.14;3.52;0.23;0.091;0.042;0.014;0.254;0.037;0.026;6;214;10;0.112;7.6;0.79
726036;159562;;2005;9;13;1;8.6;6.57;2.18;0.11;0.023;0.051;0.034;0.094;0.018;0.014;3;182;6;0.157;8.2;1.21
726365;154879;;2005;9;9;1;10.1;6.89;3;0.203;0.033;0.063;0.009;0.223;0.038;0.017;8;264;6;0.053;3.1;1.08
726385;159515;;2005;9;13;1;10.3;5.83;0.58;0.015;0.01;0.016;0.004;0.006;0.014;0.009;3;170;8;0.02;5.5;0.13
726391;160960;HÄSSJETJÄRNEN;2005;9;13;1;9.3;6.61;2.12;0.145;0.032;0.037;0.005;0.081;0.018;0.041;2;228;13;0.171;11.4;0.59
726432;147066;VÄSKEN;2005;9;8;1;9.7;7.61;5.42;0.389;0.102;0.04;0.004;0.437;0.061;0.029;8;188;4;0.033;2.3;0.6
726473;145734;;2005;9;8;1;8.4;6.87;2.05;0.121;0.047;0.028;0.001;0.089;0.069;0.015;8;195;6;0.049;3.6;0.55
726638;152206;;2005;9;8;1;11.3;6.43;1.4;0.076;0.021;0.028;0.008;0.075;0.008;0.019;4;216;7;0.106;6.7;0.67
726677;155737;;2005;9;9;1;11.4;6.79;1.91;0.108;0.024;0.047;0.014;0.141;0.015;0.012;11;278;8;0.041;3.2;1.36
726934;155885;STOR-VUOTSOTRÄSKET;2005;9;9;1;10.6;7.15;1.99;0.12;0.026;0.046;0.01;0.114;0.016;0.013;9;198;5;0.009;2.8;0.56
727015;161234;BRÄNNTRÄSKET;2005;9;13;1;7.8;6.51;1.37;0.093;0.027;0.028;0.004;0.045;0.006;0.009;4;234;12;0.153;13.6;0.28
727298;160004;;2005;9;13;1;9.4;4.98;0.74;0.021;0.007;0.009;0.004;-0.015;0.008;0.007;2;178;15;0.092;7.2;0.18
727407;158111;SÖR-SVERGOTRÄSKET;2005;9;9;1;11.5;7.16;2.16;0.135;0.035;0.04;0.009;0.155;0.028;0.019;5;192;6;0.023;3.7;0.51
727554;157782;NEDRE GAUTSTRÄSKET;2005;9;9;1;11.2;7.25;2.83;0.19;0.042;0.038;0.011;0.2;0.039;0.026;8;189;5;0.029;1.9;0.94
727686;155121;;2005;9;9;1;11.8;7.03;2.13;0.149;0.027;0.033;0.008;0.157;0.023;0.013;7;366;8;0.039;3;0.76
727693;146686;;2005;9;8;1;8.5;7.92;11;0.854;0.238;0.035;0.004;1.048;0.103;0.028;8;212;4;0.007;0.9;0.52
727758;149951;;2005;9;8;1;7.7;7.12;1.87;0.122;0.019;0.027;0.009;0.149;0.041;0.012;2;189;4;0.009;0.9;0.76
727793;146441;;2005;9;8;1;8.1;7.64;5.4;0.427;0.065;0.028;0.004;0.42;0.104;0.021;8;169;5;0.006;1.2;0.54
727823;144457;;2005;9;8;1;6.9;7.72;5.5;0.44;0.049;0.029;0.005;0.422;0.109;0.018;10;165;5;0.002;0.4;0.61
727852;149074;MÖRTIKEN;2005;9;8;1;9.3;7.21;2.49;0.159;0.047;0.031;0.012;0.207;0.03;0.017;3;170;4;0.032;2.2;0.78
727871;157323;AKERSTRÄSKET;2005;9;9;1;11.7;7.14;2.14;0.125;0.032;0.051;0.008;0.13;0.031;0.016;2;199;4;0.023;2.9;2.47
728320;144453;JUOVEJAURETJE;2005;9;8;1;8.8;7.64;5.77;0.463;0.052;0.039;0.003;0.469;0.094;0.023;11;161;3;0.005;0.7;0.37
728547;155338;;2005;9;9;1;9.3;6.83;2.66;0.204;0.025;0.038;0.005;0.182;0.031;0.015;9;190;5;0.111;5.6;0.33
728682;145339;GÅBREK;2005;9;8;1;8.6;7.36;3.61;0.232;0.054;0.034;0.015;0.236;0.098;0.019;10;210;3;0.011;1;0.43
729038;150134;GIEMTSJÖN;2005;9;9;1;9.6;7.54;4.05;0.287;0.082;0.029;0.017;0.357;0.038;0.018;7;239;5;0.036;2.2;0.42
729199;144958;ÖVRE JOVATTNET;2005;9;8;1;10.1;7.33;3.32;0.195;0.067;0.051;0.007;0.227;0.047;0.051;13;168;4;0.013;1.2;0.43
729200;152545;HÄSTTJÄRNEN;2005;9;9;1;8.6;7.34;2.91;0.214;0.039;0.039;0.015;0.228;0.031;0.021;5;224;6;0.074;3.8;0.51
729561;146627;;2005;9;8;1;8.7;7.67;6.56;0.438;0.231;0.027;0.001;0.672;0.009;0.02;9;221;8;0.071;4;0.49
729602;148992;BIELLOJAURE;2005;9;9;1;9.2;7.56;5.61;0.444;0.083;0.036;0.008;0.505;0.041;0.026;24;186;4;0.026;2;0.32
729773;150703;GARNOKEN;2005;9;9;1;9.7;7.62;5.75;0.442;0.092;0.032;0.017;0.507;0.059;0.02;5;182;4;0.027;1.7;0.47
729937;148765;LÅNGTJÄRNEN;2005;9;9;1;7.6;6.95;2.1;0.139;0.031;0.031;0.009;0.147;0.032;0.019;6;222;12;0.062;4.2;0.45
730068;154686;ABBORRTJÄRNEN;2005;9;9;1;11.3;6.46;1.03;0.042;0.012;0.027;0.003;0.037;0.021;0.014;7;192;5;0.039;3.9;0.67
730110;145015;GAVSJÖ;2005;9;9;1;7.4;7.55;6.27;0.537;0.036;0.051;0.007;0.521;0.058;0.035;10;283;5;0.06;2.3;0.41
730671;149136;;2005;9;9;1;9.3;7.76;8.93;0.765;0.103;0.052;0.016;0.818;0.058;0.04;8;197;7;0.03;3.8;0.62
730838;153184;;2005;9;9;1;9.6;6.1;0.86;0.042;0.021;0.026;0.008;0.037;0.008;0.014;5;249;32;0.096;5.9;0.35
731381;153315;;2005;9;9;1;8.3;7.11;3.26;0.223;0.04;0.044;0.021;0.255;0.031;0.016;13;205;5;0.027;2.5;1.17
731799;151196;STOR-TJULTRÄSKET;2005;9;9;1;9.3;7.31;3.51;0.262;0.045;0.03;0.012;0.278;0.038;0.023;22;182;4;0.023;1.7;0.65
732317;151464;;2005;9;9;1;8.1;6.95;1.95;0.13;0.023;0.036;0.011;0.125;0.025;0.017;8;194;8;0.079;4.2;0.68
732323;150318;;2005;9;9;1;6.6;7.2;3.32;0.227;0.045;0.04;0.019;0.26;0.037;0.019;8;180;5;0.048;2.3;0.63
732436;151222;;2005;9;9;1;7.2;7.2;3.3;0.232;0.035;0.047;0.022;0.247;0.042;0.022;7;179;4;0.047;2.6;1.2
732489;149568;;2005;9;9;1;7.1;6.78;1.62;0.086;0.021;0.035;0.012;0.101;0.016;0.02;8;289;6;0.053;2.8;0.33
732860;148356;;2005;9;9;1;8.2;5.74;0.7;0.021;0.009;0.031;0.004;0.006;0.006;0.032;7;214;14;0.015;2;0.37
733107;143327;GRÄSVATTNET;2005;9;9;1;7.4;7.25;2.29;0.122;0.037;0.049;0.008;0.127;0.03;0.05;28;272;5;0.001;0.5;0.6
733400;147246;;2005;9;9;1;5.7;7.62;3.96;0.285;0.078;0.027;0.013;0.376;0.009;0.015;7;273;5;0.008;0.9;0.38
733472;148063;NEDRE ÄLTSVATTNET;2005;9;9;1;8.2;7.76;6.3;0.473;0.115;0.042;0.008;0.556;0.039;0.04;13;273;3;0.006;0.8;0.46
723724;166899;LILLTRÄSKET;2005;9;13;1;9.4;6.54;2.24;0.143;0.037;0.064;0.008;0.066;0.027;0.031;4;187;20;0.266;15;0.91
723899;176538;BARKSJÖN;2005;9;12;1;12.6;6.6;4.32;0.183;0.066;0.183;0.016;0.094;0.099;0.098;30;602;34;0.374;17.1;1.11
725607;172805;ÖNUSTRÄSKET;2005;9;12;1;10.8;5.46;1.46;0.069;0.032;0.039;0.008;-0.01;0.016;0.011;7;250;18;0.47;17.6;1.34
